Assay	run	trt	strain	measure	strain.name	assay.name
Travel Speed	1	DMSO	BYLS162	NA	BR5271	TravelSpeed
Travel Speed	1	DMSO	BYLS162	NA	BR5271	TravelSpeed
Travel Speed	1	DMSO	BYLS162	NA	BR5271	TravelSpeed
Brush Stroke	1	DMSO	BYLS162	0.368068	BR5271	BrushStroke
Brush Stroke	1	DMSO	BYLS162	0.305802	BR5271	BrushStroke
Brush Stroke	1	DMSO	BYLS162	0.051527	BR5271	BrushStroke
Brush Stroke	1	DMSO	BYLS162	0.302128	BR5271	BrushStroke
Brush Stroke	1	DMSO	BYLS162	0.358787	BR5271	BrushStroke
Brush Stroke	1	DMSO	BYLS162	0.052001	BR5271	BrushStroke
Brush Stroke	1	DMSO	BYLS162	0.115015	BR5271	BrushStroke
Brush Stroke	1	DMSO	BYLS162	0.263152	BR5271	BrushStroke
Brush Stroke	1	DMSO	BYLS162	0.167944	BR5271	BrushStroke
Brush Stroke	1	DMSO	BYLS162	1.024878	BR5271	BrushStroke
Brush Stroke	1	DMSO	BYLS162	NA	BR5271	BrushStroke
Brush Stroke	1	DMSO	BYLS162	NA	BR5271	BrushStroke
Brush Stroke	1	DMSO	BYLS162	NA	BR5271	BrushStroke
Brush Stroke	1	DMSO	BYLS162	NA	BR5271	BrushStroke
Brush Stroke	1	DMSO	BYLS162	NA	BR5271	BrushStroke
Brush Stroke	1	DMSO	BYLS162	NA	BR5271	BrushStroke
Activity Index	1	DMSO	BYLS162	330.366563	BR5271	ActivityIndex
Activity Index	1	DMSO	BYLS162	350.560521	BR5271	ActivityIndex
Activity Index	1	DMSO	BYLS162	360.374734	BR5271	ActivityIndex
Activity Index	1	DMSO	BYLS162	302.251619	BR5271	ActivityIndex
Activity Index	1	DMSO	BYLS162	358.856958	BR5271	ActivityIndex
Activity Index	1	DMSO	BYLS162	342.221181	BR5271	ActivityIndex
Activity Index	1	DMSO	BYLS162	413.476801	BR5271	ActivityIndex
Activity Index	1	DMSO	BYLS162	307.438782	BR5271	ActivityIndex
Activity Index	1	DMSO	BYLS162	272.372662	BR5271	ActivityIndex
Activity Index	1	DMSO	BYLS162	1057.444525	BR5271	ActivityIndex
Activity Index	1	DMSO	BYLS162	NA	BR5271	ActivityIndex
Activity Index	1	DMSO	BYLS162	NA	BR5271	ActivityIndex
Activity Index	1	DMSO	BYLS162	NA	BR5271	ActivityIndex
Activity Index	1	DMSO	BYLS162	NA	BR5271	ActivityIndex
Activity Index	1	DMSO	BYLS162	NA	BR5271	ActivityIndex
Activity Index	1	DMSO	BYLS162	NA	BR5271	ActivityIndex
Wave Init Rate	2	DMSO	BYLS162	80.542432	BR5271	WaveInitRate
Wave Init Rate	2	DMSO	BYLS162	74.869822	BR5271	WaveInitRate
Wave Init Rate	2	DMSO	BYLS162	67.782875	BR5271	WaveInitRate
Wave Init Rate	2	DMSO	BYLS162	98.334823	BR5271	WaveInitRate
Wave Init Rate	2	DMSO	BYLS162	89.80066	BR5271	WaveInitRate
Wave Init Rate	2	DMSO	BYLS162	92.423736	BR5271	WaveInitRate
Wave Init Rate	2	DMSO	BYLS162	94.605698	BR5271	WaveInitRate
Wave Init Rate	2	DMSO	BYLS162	92.616183	BR5271	WaveInitRate
Wave Init Rate	2	DMSO	BYLS162	NA	BR5271	WaveInitRate
Wave Init Rate	2	DMSO	BYLS162	NA	BR5271	WaveInitRate
Wave Init Rate	2	DMSO	BYLS162	NA	BR5271	WaveInitRate
Wave Init Rate	2	DMSO	BYLS162	NA	BR5271	WaveInitRate
Wave Init Rate	2	DMSO	BYLS162	NA	BR5271	WaveInitRate
Wave Init Rate	2	DMSO	BYLS162	NA	BR5271	WaveInitRate
Wave Init Rate	2	DMSO	BYLS162	NA	BR5271	WaveInitRate
Body Wave Number	2	DMSO	BYLS162	0.355527	BR5271	WaveNumber
Body Wave Number	2	DMSO	BYLS162	0.504464	BR5271	WaveNumber
Body Wave Number	2	DMSO	BYLS162	0.290362	BR5271	WaveNumber
Body Wave Number	2	DMSO	BYLS162	0.55086	BR5271	WaveNumber
Body Wave Number	2	DMSO	BYLS162	0.455312	BR5271	WaveNumber
Body Wave Number	2	DMSO	BYLS162	0.58837	BR5271	WaveNumber
Body Wave Number	2	DMSO	BYLS162	0.463519	BR5271	WaveNumber
Body Wave Number	2	DMSO	BYLS162	0.45295	BR5271	WaveNumber
Body Wave Number	2	DMSO	BYLS162	NA	BR5271	WaveNumber
Body Wave Number	2	DMSO	BYLS162	NA	BR5271	WaveNumber
Body Wave Number	2	DMSO	BYLS162	NA	BR5271	WaveNumber
Body Wave Number	2	DMSO	BYLS162	NA	BR5271	WaveNumber
Body Wave Number	2	DMSO	BYLS162	NA	BR5271	WaveNumber
Body Wave Number	2	DMSO	BYLS162	NA	BR5271	WaveNumber
Body Wave Number	2	DMSO	BYLS162	NA	BR5271	WaveNumber
Asymmetry	2	DMSO	BYLS162	-0.016511	BR5271	Asymmetry
Asymmetry	2	DMSO	BYLS162	0.014214	BR5271	Asymmetry
Asymmetry	2	DMSO	BYLS162	0.001623	BR5271	Asymmetry
Asymmetry	2	DMSO	BYLS162	-0.034282	BR5271	Asymmetry
Asymmetry	2	DMSO	BYLS162	0.00472	BR5271	Asymmetry
Asymmetry	2	DMSO	BYLS162	0.00294	BR5271	Asymmetry
Asymmetry	2	DMSO	BYLS162	0.007278	BR5271	Asymmetry
Asymmetry	2	DMSO	BYLS162	-0.002582	BR5271	Asymmetry
Asymmetry	2	DMSO	BYLS162	NA	BR5271	Asymmetry
Asymmetry	2	DMSO	BYLS162	NA	BR5271	Asymmetry
Asymmetry	2	DMSO	BYLS162	NA	BR5271	Asymmetry
Asymmetry	2	DMSO	BYLS162	NA	BR5271	Asymmetry
Asymmetry	2	DMSO	BYLS162	NA	BR5271	Asymmetry
Asymmetry	2	DMSO	BYLS162	NA	BR5271	Asymmetry
Asymmetry	2	DMSO	BYLS162	NA	BR5271	Asymmetry
Stretch	2	DMSO	BYLS162	0.412038	BR5271	Stretch
Stretch	2	DMSO	BYLS162	0.462723	BR5271	Stretch
Stretch	2	DMSO	BYLS162	0.426465	BR5271	Stretch
Stretch	2	DMSO	BYLS162	0.349195	BR5271	Stretch
Stretch	2	DMSO	BYLS162	0.381964	BR5271	Stretch
Stretch	2	DMSO	BYLS162	0.37708	BR5271	Stretch
Stretch	2	DMSO	BYLS162	0.394564	BR5271	Stretch
Stretch	2	DMSO	BYLS162	0.425858	BR5271	Stretch
Stretch	2	DMSO	BYLS162	NA	BR5271	Stretch
Stretch	2	DMSO	BYLS162	NA	BR5271	Stretch
Stretch	2	DMSO	BYLS162	NA	BR5271	Stretch
Stretch	2	DMSO	BYLS162	NA	BR5271	Stretch
Stretch	2	DMSO	BYLS162	NA	BR5271	Stretch
Stretch	2	DMSO	BYLS162	NA	BR5271	Stretch
Stretch	2	DMSO	BYLS162	NA	BR5271	Stretch
Attenuation	2	DMSO	BYLS162	56.814781	BR5271	Attenuation
Attenuation	2	DMSO	BYLS162	54.876834	BR5271	Attenuation
Attenuation	2	DMSO	BYLS162	40.669497	BR5271	Attenuation
Attenuation	2	DMSO	BYLS162	1.606263	BR5271	Attenuation
Attenuation	2	DMSO	BYLS162	59.418099	BR5271	Attenuation
Attenuation	2	DMSO	BYLS162	56.063743	BR5271	Attenuation
Attenuation	2	DMSO	BYLS162	52.130311	BR5271	Attenuation
Attenuation	2	DMSO	BYLS162	56.83597	BR5271	Attenuation
Attenuation	2	DMSO	BYLS162	NA	BR5271	Attenuation
Attenuation	2	DMSO	BYLS162	NA	BR5271	Attenuation
Attenuation	2	DMSO	BYLS162	NA	BR5271	Attenuation
Attenuation	2	DMSO	BYLS162	NA	BR5271	Attenuation
Attenuation	2	DMSO	BYLS162	NA	BR5271	Attenuation
Attenuation	2	DMSO	BYLS162	NA	BR5271	Attenuation
Attenuation	2	DMSO	BYLS162	NA	BR5271	Attenuation
Reverse Swim	2	DMSO	BYLS162	0	BR5271	ReverseSwim
Reverse Swim	2	DMSO	BYLS162	0	BR5271	ReverseSwim
Reverse Swim	2	DMSO	BYLS162	0	BR5271	ReverseSwim
Reverse Swim	2	DMSO	BYLS162	0	BR5271	ReverseSwim
Reverse Swim	2	DMSO	BYLS162	0	BR5271	ReverseSwim
Reverse Swim	2	DMSO	BYLS162	0	BR5271	ReverseSwim
Reverse Swim	2	DMSO	BYLS162	0	BR5271	ReverseSwim
Reverse Swim	2	DMSO	BYLS162	0	BR5271	ReverseSwim
Reverse Swim	2	DMSO	BYLS162	NA	BR5271	ReverseSwim
Reverse Swim	2	DMSO	BYLS162	NA	BR5271	ReverseSwim
Reverse Swim	2	DMSO	BYLS162	NA	BR5271	ReverseSwim
Reverse Swim	2	DMSO	BYLS162	NA	BR5271	ReverseSwim
Reverse Swim	2	DMSO	BYLS162	NA	BR5271	ReverseSwim
Reverse Swim	2	DMSO	BYLS162	NA	BR5271	ReverseSwim
Reverse Swim	2	DMSO	BYLS162	NA	BR5271	ReverseSwim
Curling	2	DMSO	BYLS162	0	BR5271	Curling
Curling	2	DMSO	BYLS162	0.757895	BR5271	Curling
Curling	2	DMSO	BYLS162	0.247934	BR5271	Curling
Curling	2	DMSO	BYLS162	0.495868	BR5271	Curling
Curling	2	DMSO	BYLS162	0	BR5271	Curling
Curling	2	DMSO	BYLS162	0	BR5271	Curling
Curling	2	DMSO	BYLS162	0	BR5271	Curling
Curling	2	DMSO	BYLS162	0.372671	BR5271	Curling
Curling	2	DMSO	BYLS162	NA	BR5271	Curling
Curling	2	DMSO	BYLS162	NA	BR5271	Curling
Curling	2	DMSO	BYLS162	NA	BR5271	Curling
Curling	2	DMSO	BYLS162	NA	BR5271	Curling
Curling	2	DMSO	BYLS162	NA	BR5271	Curling
Curling	2	DMSO	BYLS162	NA	BR5271	Curling
Curling	2	DMSO	BYLS162	NA	BR5271	Curling
Travel Speed	2	DMSO	BYLS162	9.712348	BR5271	TravelSpeed
Travel Speed	2	DMSO	BYLS162	7.898983	BR5271	TravelSpeed
Travel Speed	2	DMSO	BYLS162	8.816895	BR5271	TravelSpeed
Travel Speed	2	DMSO	BYLS162	12.234835	BR5271	TravelSpeed
Travel Speed	2	DMSO	BYLS162	9.390926	BR5271	TravelSpeed
Travel Speed	2	DMSO	BYLS162	10.716548	BR5271	TravelSpeed
Travel Speed	2	DMSO	BYLS162	11.282064	BR5271	TravelSpeed
Travel Speed	2	DMSO	BYLS162	9.8197	BR5271	TravelSpeed
Travel Speed	2	DMSO	BYLS162	NA	BR5271	TravelSpeed
Travel Speed	2	DMSO	BYLS162	NA	BR5271	TravelSpeed
Travel Speed	2	DMSO	BYLS162	NA	BR5271	TravelSpeed
Travel Speed	2	DMSO	BYLS162	NA	BR5271	TravelSpeed
Travel Speed	2	DMSO	BYLS162	NA	BR5271	TravelSpeed
Travel Speed	2	DMSO	BYLS162	NA	BR5271	TravelSpeed
Travel Speed	2	DMSO	BYLS162	NA	BR5271	TravelSpeed
Brush Stroke	2	DMSO	BYLS162	0.158644	BR5271	BrushStroke
Brush Stroke	2	DMSO	BYLS162	0.431054	BR5271	BrushStroke
Brush Stroke	2	DMSO	BYLS162	0.174761	BR5271	BrushStroke
Brush Stroke	2	DMSO	BYLS162	0.331052	BR5271	BrushStroke
Brush Stroke	2	DMSO	BYLS162	0.3453	BR5271	BrushStroke
Brush Stroke	2	DMSO	BYLS162	0.236669	BR5271	BrushStroke
Brush Stroke	2	DMSO	BYLS162	0.369365	BR5271	BrushStroke
Brush Stroke	2	DMSO	BYLS162	0.360793	BR5271	BrushStroke
Brush Stroke	2	DMSO	BYLS162	NA	BR5271	BrushStroke
Brush Stroke	2	DMSO	BYLS162	NA	BR5271	BrushStroke
Brush Stroke	2	DMSO	BYLS162	NA	BR5271	BrushStroke
Brush Stroke	2	DMSO	BYLS162	NA	BR5271	BrushStroke
Brush Stroke	2	DMSO	BYLS162	NA	BR5271	BrushStroke
Brush Stroke	2	DMSO	BYLS162	NA	BR5271	BrushStroke
Brush Stroke	2	DMSO	BYLS162	NA	BR5271	BrushStroke
Activity Index	2	DMSO	BYLS162	242.121225	BR5271	ActivityIndex
Activity Index	2	DMSO	BYLS162	327.681487	BR5271	ActivityIndex
Activity Index	2	DMSO	BYLS162	280.035905	BR5271	ActivityIndex
Activity Index	2	DMSO	BYLS162	324.220574	BR5271	ActivityIndex
Activity Index	2	DMSO	BYLS162	306.631496	BR5271	ActivityIndex
Activity Index	2	DMSO	BYLS162	370.836687	BR5271	ActivityIndex
Activity Index	2	DMSO	BYLS162	314.135181	BR5271	ActivityIndex
Activity Index	2	DMSO	BYLS162	349.664042	BR5271	ActivityIndex
Activity Index	2	DMSO	BYLS162	NA	BR5271	ActivityIndex
Activity Index	2	DMSO	BYLS162	NA	BR5271	ActivityIndex
Activity Index	2	DMSO	BYLS162	NA	BR5271	ActivityIndex
Activity Index	2	DMSO	BYLS162	NA	BR5271	ActivityIndex
Activity Index	2	DMSO	BYLS162	NA	BR5271	ActivityIndex
Activity Index	2	DMSO	BYLS162	NA	BR5271	ActivityIndex
Activity Index	2	DMSO	BYLS162	NA	BR5271	ActivityIndex
Wave Init Rate	1	DDT	N2	118.310828	N2	WaveInitRate
Wave Init Rate	1	DDT	N2	124.505553	N2	WaveInitRate
Wave Init Rate	1	DDT	N2	19.418367	N2	WaveInitRate
Wave Init Rate	1	DDT	N2	102.461377	N2	WaveInitRate
Wave Init Rate	1	DDT	N2	88.990114	N2	WaveInitRate
Wave Init Rate	1	DDT	N2	77.160595	N2	WaveInitRate
Wave Init Rate	1	DDT	N2	134.101994	N2	WaveInitRate
Wave Init Rate	1	DDT	N2	90.235798	N2	WaveInitRate
Wave Init Rate	1	DDT	N2	119.226497	N2	WaveInitRate
Wave Init Rate	1	DDT	N2	134.041871	N2	WaveInitRate
Wave Init Rate	1	DDT	N2	113.234495	N2	WaveInitRate
Wave Init Rate	1	DDT	N2	133.761901	N2	WaveInitRate
Wave Init Rate	1	DDT	N2	119.598397	N2	WaveInitRate
Wave Init Rate	1	DDT	N2	135.432073	N2	WaveInitRate
Wave Init Rate	1	DDT	N2	133.716197	N2	WaveInitRate
Wave Init Rate	1	DDT	N2	133.949547	N2	WaveInitRate
Body Wave Number	1	DDT	N2	0.487922	N2	WaveNumber
Body Wave Number	1	DDT	N2	0.52191	N2	WaveNumber
Body Wave Number	1	DDT	N2	1.409339	N2	WaveNumber
Body Wave Number	1	DDT	N2	0.468826	N2	WaveNumber
Body Wave Number	1	DDT	N2	0.466947	N2	WaveNumber
Body Wave Number	1	DDT	N2	0.348886	N2	WaveNumber
Body Wave Number	1	DDT	N2	0.519188	N2	WaveNumber
Body Wave Number	1	DDT	N2	0.467629	N2	WaveNumber
Body Wave Number	1	DDT	N2	0.485011	N2	WaveNumber
Body Wave Number	1	DDT	N2	0.533521	N2	WaveNumber
Body Wave Number	1	DDT	N2	0.389299	N2	WaveNumber
Body Wave Number	1	DDT	N2	0.530717	N2	WaveNumber
Body Wave Number	1	DDT	N2	0.531326	N2	WaveNumber
Body Wave Number	1	DDT	N2	0.559142	N2	WaveNumber
Body Wave Number	1	DDT	N2	0.543774	N2	WaveNumber
Body Wave Number	1	DDT	N2	0.551236	N2	WaveNumber
Asymmetry	1	DDT	N2	6.24e-4	N2	Asymmetry
Asymmetry	1	DDT	N2	0.001845	N2	Asymmetry
Asymmetry	1	DDT	N2	-0.006422	N2	Asymmetry
Asymmetry	1	DDT	N2	-0.008826	N2	Asymmetry
Asymmetry	1	DDT	N2	-0.018628	N2	Asymmetry
Asymmetry	1	DDT	N2	-0.039462	N2	Asymmetry
Asymmetry	1	DDT	N2	0.001103	N2	Asymmetry
Asymmetry	1	DDT	N2	-0.005844	N2	Asymmetry
Asymmetry	1	DDT	N2	0.00233	N2	Asymmetry
Asymmetry	1	DDT	N2	-0.002421	N2	Asymmetry
Asymmetry	1	DDT	N2	-0.006369	N2	Asymmetry
Asymmetry	1	DDT	N2	0.007018	N2	Asymmetry
Asymmetry	1	DDT	N2	0.026071	N2	Asymmetry
Asymmetry	1	DDT	N2	-0.010949	N2	Asymmetry
Asymmetry	1	DDT	N2	-8.6e-4	N2	Asymmetry
Asymmetry	1	DDT	N2	-0.012464	N2	Asymmetry
Stretch	1	DDT	N2	0.348903	N2	Stretch
Stretch	1	DDT	N2	0.348404	N2	Stretch
Stretch	1	DDT	N2	0.632016	N2	Stretch
Stretch	1	DDT	N2	0.458426	N2	Stretch
Stretch	1	DDT	N2	0.432338	N2	Stretch
Stretch	1	DDT	N2	0.44335	N2	Stretch
Stretch	1	DDT	N2	0.378096	N2	Stretch
Stretch	1	DDT	N2	0.47942	N2	Stretch
Stretch	1	DDT	N2	0.38135	N2	Stretch
Stretch	1	DDT	N2	0.338516	N2	Stretch
Stretch	1	DDT	N2	0.373393	N2	Stretch
Stretch	1	DDT	N2	0.362509	N2	Stretch
Stretch	1	DDT	N2	0.399546	N2	Stretch
Stretch	1	DDT	N2	0.355225	N2	Stretch
Stretch	1	DDT	N2	0.358905	N2	Stretch
Stretch	1	DDT	N2	0.35439	N2	Stretch
Attenuation	1	DDT	N2	50.342094	N2	Attenuation
Attenuation	1	DDT	N2	44.993346	N2	Attenuation
Attenuation	1	DDT	N2	75.526489	N2	Attenuation
Attenuation	1	DDT	N2	23.438192	N2	Attenuation
Attenuation	1	DDT	N2	48.47564	N2	Attenuation
Attenuation	1	DDT	N2	39.505483	N2	Attenuation
Attenuation	1	DDT	N2	23.606255	N2	Attenuation
Attenuation	1	DDT	N2	22.223624	N2	Attenuation
Attenuation	1	DDT	N2	52.747964	N2	Attenuation
Attenuation	1	DDT	N2	55.925231	N2	Attenuation
Attenuation	1	DDT	N2	47.94862	N2	Attenuation
Attenuation	1	DDT	N2	16.144014	N2	Attenuation
Attenuation	1	DDT	N2	15.479218	N2	Attenuation
Attenuation	1	DDT	N2	58.87934	N2	Attenuation
Attenuation	1	DDT	N2	58.712582	N2	Attenuation
Attenuation	1	DDT	N2	55.247539	N2	Attenuation
Reverse Swim	1	DDT	N2	0	N2	ReverseSwim
Reverse Swim	1	DDT	N2	0	N2	ReverseSwim
Reverse Swim	1	DDT	N2	0.011121	N2	ReverseSwim
Reverse Swim	1	DDT	N2	0	N2	ReverseSwim
Reverse Swim	1	DDT	N2	0.003707	N2	ReverseSwim
Reverse Swim	1	DDT	N2	0	N2	ReverseSwim
Reverse Swim	1	DDT	N2	0.050235	N2	ReverseSwim
Reverse Swim	1	DDT	N2	0	N2	ReverseSwim
Reverse Swim	1	DDT	N2	0	N2	ReverseSwim
Reverse Swim	1	DDT	N2	0	N2	ReverseSwim
Reverse Swim	1	DDT	N2	0	N2	ReverseSwim
Reverse Swim	1	DDT	N2	0	N2	ReverseSwim
Reverse Swim	1	DDT	N2	0	N2	ReverseSwim
Reverse Swim	1	DDT	N2	0	N2	ReverseSwim
Reverse Swim	1	DDT	N2	0	N2	ReverseSwim
Reverse Swim	1	DDT	N2	0	N2	ReverseSwim
Curling	1	DDT	N2	0.448598	N2	Curling
Curling	1	DDT	N2	0.225141	N2	Curling
Curling	1	DDT	N2	0	N2	Curling
Curling	1	DDT	N2	0.269663	N2	Curling
Curling	1	DDT	N2	1.676647	N2	Curling
Curling	1	DDT	N2	3.295195	N2	Curling
Curling	1	DDT	N2	0.163934	N2	Curling
Curling	1	DDT	N2	1.25	N2	Curling
Curling	1	DDT	N2	0.910816	N2	Curling
Curling	1	DDT	N2	0.121212	N2	Curling
Curling	1	DDT	N2	2.114537	N2	Curling
Curling	1	DDT	N2	0	N2	Curling
Curling	1	DDT	N2	0.474308	N2	Curling
Curling	1	DDT	N2	0.675676	N2	Curling
Curling	1	DDT	N2	0.659341	N2	Curling
Curling	1	DDT	N2	0.375	N2	Curling
Travel Speed	1	DDT	N2	13.735077	N2	TravelSpeed
Travel Speed	1	DDT	N2	15.82275	N2	TravelSpeed
Travel Speed	1	DDT	N2	0.455951	N2	TravelSpeed
Travel Speed	1	DDT	N2	7.29813	N2	TravelSpeed
Travel Speed	1	DDT	N2	6.181442	N2	TravelSpeed
Travel Speed	1	DDT	N2	4.18268	N2	TravelSpeed
Travel Speed	1	DDT	N2	6.051983	N2	TravelSpeed
Travel Speed	1	DDT	N2	0.715291	N2	TravelSpeed
Travel Speed	1	DDT	N2	12.974403	N2	TravelSpeed
Travel Speed	1	DDT	N2	11.206322	N2	TravelSpeed
Travel Speed	1	DDT	N2	4.985618	N2	TravelSpeed
Travel Speed	1	DDT	N2	9.11053	N2	TravelSpeed
Travel Speed	1	DDT	N2	8.813991	N2	TravelSpeed
Travel Speed	1	DDT	N2	11.421657	N2	TravelSpeed
Travel Speed	1	DDT	N2	6.288797	N2	TravelSpeed
Travel Speed	1	DDT	N2	3.808358	N2	TravelSpeed
Brush Stroke	1	DDT	N2	0.242857	N2	BrushStroke
Brush Stroke	1	DDT	N2	0.310748	N2	BrushStroke
Brush Stroke	1	DDT	N2	0.037651	N2	BrushStroke
Brush Stroke	1	DDT	N2	0.27798	N2	BrushStroke
Brush Stroke	1	DDT	N2	0.26435	N2	BrushStroke
Brush Stroke	1	DDT	N2	0.090914	N2	BrushStroke
Brush Stroke	1	DDT	N2	0.370839	N2	BrushStroke
Brush Stroke	1	DDT	N2	0.046891	N2	BrushStroke
Brush Stroke	1	DDT	N2	0.285023	N2	BrushStroke
Brush Stroke	1	DDT	N2	0.46996	N2	BrushStroke
Brush Stroke	1	DDT	N2	0.22314	N2	BrushStroke
Brush Stroke	1	DDT	N2	0.329274	N2	BrushStroke
Brush Stroke	1	DDT	N2	0.196156	N2	BrushStroke
Brush Stroke	1	DDT	N2	0.300959	N2	BrushStroke
Brush Stroke	1	DDT	N2	0.24153	N2	BrushStroke
Brush Stroke	1	DDT	N2	0.300201	N2	BrushStroke
Activity Index	1	DDT	N2	283.23086	N2	ActivityIndex
Activity Index	1	DDT	N2	307.394621	N2	ActivityIndex
Activity Index	1	DDT	N2	28.575305	N2	ActivityIndex
Activity Index	1	DDT	N2	264.48127	N2	ActivityIndex
Activity Index	1	DDT	N2	224.112655	N2	ActivityIndex
Activity Index	1	DDT	N2	227.761198	N2	ActivityIndex
Activity Index	1	DDT	N2	362.598344	N2	ActivityIndex
Activity Index	1	DDT	N2	294.395578	N2	ActivityIndex
Activity Index	1	DDT	N2	308.179172	N2	ActivityIndex
Activity Index	1	DDT	N2	633.06092	N2	ActivityIndex
Activity Index	1	DDT	N2	306.481505	N2	ActivityIndex
Activity Index	1	DDT	N2	303.73525	N2	ActivityIndex
Activity Index	1	DDT	N2	382.08356	N2	ActivityIndex
Activity Index	1	DDT	N2	330.232197	N2	ActivityIndex
Activity Index	1	DDT	N2	314.399635	N2	ActivityIndex
Activity Index	1	DDT	N2	322.898244	N2	ActivityIndex
Wave Init Rate	2	DDT	N2	98.00952	N2	WaveInitRate
Wave Init Rate	2	DDT	N2	100.159765	N2	WaveInitRate
Wave Init Rate	2	DDT	N2	108.450844	N2	WaveInitRate
Wave Init Rate	2	DDT	N2	84.170771	N2	WaveInitRate
Wave Init Rate	2	DDT	N2	101.945896	N2	WaveInitRate
Wave Init Rate	2	DDT	N2	99.897097	N2	WaveInitRate
Wave Init Rate	2	DDT	N2	84.872254	N2	WaveInitRate
Wave Init Rate	2	DDT	N2	82.784203	N2	WaveInitRate
Wave Init Rate	2	DDT	N2	84.185624	N2	WaveInitRate
Wave Init Rate	2	DDT	N2	92.210038	N2	WaveInitRate
Wave Init Rate	2	DDT	N2	97.127297	N2	WaveInitRate
Wave Init Rate	2	DDT	N2	97.134369	N2	WaveInitRate
Wave Init Rate	2	DDT	N2	62.246752	N2	WaveInitRate
Wave Init Rate	2	DDT	N2	93.274743	N2	WaveInitRate
Wave Init Rate	2	DDT	N2	55.648879	N2	WaveInitRate
Body Wave Number	2	DDT	N2	0.343671	N2	WaveNumber
Body Wave Number	2	DDT	N2	0.420503	N2	WaveNumber
Body Wave Number	2	DDT	N2	0.593904	N2	WaveNumber
Body Wave Number	2	DDT	N2	0.392208	N2	WaveNumber
Body Wave Number	2	DDT	N2	0.498886	N2	WaveNumber
Body Wave Number	2	DDT	N2	0.512838	N2	WaveNumber
Body Wave Number	2	DDT	N2	0.457365	N2	WaveNumber
Body Wave Number	2	DDT	N2	0.185903	N2	WaveNumber
Body Wave Number	2	DDT	N2	0.560948	N2	WaveNumber
Body Wave Number	2	DDT	N2	0.395763	N2	WaveNumber
Body Wave Number	2	DDT	N2	0.562591	N2	WaveNumber
Body Wave Number	2	DDT	N2	0.490445	N2	WaveNumber
Body Wave Number	2	DDT	N2	0.439036	N2	WaveNumber
Body Wave Number	2	DDT	N2	0.500991	N2	WaveNumber
Body Wave Number	2	DDT	N2	0.727519	N2	WaveNumber
Asymmetry	2	DDT	N2	-0.010486	N2	Asymmetry
Asymmetry	2	DDT	N2	-0.007281	N2	Asymmetry
Asymmetry	2	DDT	N2	0.01856	N2	Asymmetry
Asymmetry	2	DDT	N2	-0.014095	N2	Asymmetry
Asymmetry	2	DDT	N2	3.82e-4	N2	Asymmetry
Asymmetry	2	DDT	N2	-0.0298	N2	Asymmetry
Asymmetry	2	DDT	N2	-0.018144	N2	Asymmetry
Asymmetry	2	DDT	N2	-0.001626	N2	Asymmetry
Asymmetry	2	DDT	N2	-0.016631	N2	Asymmetry
Asymmetry	2	DDT	N2	-0.019078	N2	Asymmetry
Asymmetry	2	DDT	N2	-0.019503	N2	Asymmetry
Asymmetry	2	DDT	N2	-0.009941	N2	Asymmetry
Asymmetry	2	DDT	N2	-0.007531	N2	Asymmetry
Asymmetry	2	DDT	N2	0.019524	N2	Asymmetry
Asymmetry	2	DDT	N2	-0.031338	N2	Asymmetry
Stretch	2	DDT	N2	0.422437	N2	Stretch
Stretch	2	DDT	N2	0.383674	N2	Stretch
Stretch	2	DDT	N2	0.405038	N2	Stretch
Stretch	2	DDT	N2	0.48546	N2	Stretch
Stretch	2	DDT	N2	0.377381	N2	Stretch
Stretch	2	DDT	N2	0.420125	N2	Stretch
Stretch	2	DDT	N2	0.322254	N2	Stretch
Stretch	2	DDT	N2	0.356073	N2	Stretch
Stretch	2	DDT	N2	0.364354	N2	Stretch
Stretch	2	DDT	N2	0.372346	N2	Stretch
Stretch	2	DDT	N2	0.377052	N2	Stretch
Stretch	2	DDT	N2	0.424759	N2	Stretch
Stretch	2	DDT	N2	0.405366	N2	Stretch
Stretch	2	DDT	N2	0.349236	N2	Stretch
Stretch	2	DDT	N2	0.446503	N2	Stretch
Attenuation	2	DDT	N2	-67.859108	N2	Attenuation
Attenuation	2	DDT	N2	48.255888	N2	Attenuation
Attenuation	2	DDT	N2	9.501307	N2	Attenuation
Attenuation	2	DDT	N2	59.969407	N2	Attenuation
Attenuation	2	DDT	N2	41.408825	N2	Attenuation
Attenuation	2	DDT	N2	54.083804	N2	Attenuation
Attenuation	2	DDT	N2	7.42567	N2	Attenuation
Attenuation	2	DDT	N2	45.849959	N2	Attenuation
Attenuation	2	DDT	N2	-2.205779	N2	Attenuation
Attenuation	2	DDT	N2	49.959468	N2	Attenuation
Attenuation	2	DDT	N2	1.648926	N2	Attenuation
Attenuation	2	DDT	N2	-25.750115	N2	Attenuation
Attenuation	2	DDT	N2	88.045041	N2	Attenuation
Attenuation	2	DDT	N2	15.645293	N2	Attenuation
Attenuation	2	DDT	N2	89.913103	N2	Attenuation
Reverse Swim	2	DDT	N2	0	N2	ReverseSwim
Reverse Swim	2	DDT	N2	0	N2	ReverseSwim
Reverse Swim	2	DDT	N2	0	N2	ReverseSwim
Reverse Swim	2	DDT	N2	0	N2	ReverseSwim
Reverse Swim	2	DDT	N2	0	N2	ReverseSwim
Reverse Swim	2	DDT	N2	0	N2	ReverseSwim
